역명,승강기- 승강기 종류,승강기 설치위치
온수역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
온수역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
온수역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
온수역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
온수역,승강기- 에스컬레이터,천왕 방면8-4
온수역,승강기- 에스컬레이터,까치울 방면8-4
온수역,승강기- 에스컬레이터,까치울 방면1-1
온수역,승강기- 에스컬레이터,5번 출입구
온수역,승강기- 에스컬레이터,5번 출입구
온수역,승강기- 에스컬레이터,환승통로(1호선 승강장)
온수역,승강기- 에스컬레이터,환승통로(1호선 승강장)
온수역,승강기- 에스컬레이터,2번 출입구
온수역,승강기- 엘리베이터,천왕 방면4-4
온수역,승강기- 엘리베이터,까치울 방면5-1
온수역,승강기- 엘리베이터,2번 출입구
온수역,승강기- 휠체어리프트,환승통로(7호선 승강장-1호선)
온수역,승강기- 휠체어리프트,환승통로(7호선 승강장-1호선)
온수역,승강기- 휠체어리프트,환승통로(환승통로-1호선 인천 방면 승강장)
온수역,승강기- 휠체어리프트,환승통로(환승통로-1호선 서울 방면 승강장)
온수역,승강기- 휠체어리프트,6번 출입구
암사역,승강기- 에스컬레이터,1번 출입구
암사역,승강기- 에스컬레이터,1번 출입구
암사역,승강기- 에스컬레이터,4번 출입구
암사역,승강기- 에스컬레이터,4번 출입구
암사역,승강기- 엘리베이터,암사 방면3-4
암사역,승강기- 엘리베이터,천호 방면4-1
암사역,승강기- 엘리베이터,"3,4번 출입구 사이"
천호역,승강기- 엘리베이터,암사 방면2-2
천호역,승강기- 엘리베이터,강동구청 방면5-4
강동구청역,승강기- 에스컬레이터,대합실(B2-B1)
강동구청역,승강기- 에스컬레이터,대합실(B2-B1)
강동구청역,승강기- 에스컬레이터,1번 출입구
강동구청역,승강기- 에스컬레이터,2번 출입구
강동구청역,승강기- 에스컬레이터,4번 출입구
강동구청역,승강기- 엘리베이터,천호 방면4-2
강동구청역,승강기- 엘리베이터,"몽촌토성 방면 3-2,3-3 사이"
강동구청역,승강기- 엘리베이터,4번 출입구
몽촌토성역,승강기- 에스컬레이터,"대합실(B2, E/L 앞)"
몽촌토성역,승강기- 에스컬레이터,대합실(개찰구 측)
몽촌토성역,승강기- 에스컬레이터,1번 출입구
몽촌토성역,승강기- 에스컬레이터,1번 출입구
몽촌토성역,승강기- 에스컬레이터,"2,3번 출입구 사이"
몽촌토성역,승강기- 에스컬레이터,"2,3번 출입구 사이"
몽촌토성역,승강기- 에스컬레이터,5번 출입구
몽촌토성역,승강기- 에스컬레이터,5번 출입구
몽촌토성역,승강기- 엘리베이터,강동구청 방면3-4
몽촌토성역,승강기- 엘리베이터,잠실 방면3-4
몽촌토성역,승강기- 엘리베이터,대합실(B1 화장실 측)
몽촌토성역,승강기- 엘리베이터,"대합실(B1, 4번 출입구 화장실 앞)"
잠실역,승강기- 에스컬레이터,9번 출입구
잠실역,승강기- 에스컬레이터,"대합실(9,10번 출입구 사이)"
잠실역,승강기- 에스컬레이터,"대합실(9,10번 출입구 사이)"
잠실역,승강기- 에스컬레이터,고객 안전실
잠실역,승강기- 에스컬레이터,고객 안전실
잠실역,승강기- 엘리베이터,몽촌토성 방면2-3
잠실역,승강기- 엘리베이터,석촌 방면5-2
잠실역,승강기- 엘리베이터,9번 출입구
잠실역,승강기- 휠체어리프트,몽촌토성 방면6-4 환승통로 계단
잠실역,승강기- 휠체어리프트,석촌 방면1-1 환승통로 계단
잠실역,승강기- 휠체어리프트,사당 방면 환승통로 끝 계단
석촌역,승강기- 엘리베이터,암사 방면3-4
석촌역,승강기- 엘리베이터,잠실 방면 3-4
석촌역,승강기- 엘리베이터,1번 출입구
송파역,승강기- 에스컬레이터,3번 출입구
송파역,승강기- 에스컬레이터,3번 출입구
송파역,승강기- 에스컬레이터,4번 출입구
송파역,승강기- 에스컬레이터,4번 출입구
송파역,승강기- 엘리베이터,"가락시장 방면 3-4,4-1 사이"
송파역,승강기- 엘리베이터,석촌 방면3-4
송파역,승강기- 엘리베이터,"1,2번 출입구 사이"
송파역,승강기- 엘리베이터,4번 출입구
가락시장역,승강기- 에스컬레이터,"환승통로(B3, 3호선)"
가락시장역,승강기- 에스컬레이터,5번 출입구
가락시장역,승강기- 에스컬레이터,6번 출입구
가락시장역,승강기- 에스컬레이터,6번 출입구
가락시장역,승강기- 에스컬레이터,"환승통로(B3, 3호선)"
가락시장역,승강기- 에스컬레이터,"환승통로(B3, 3호선)"
가락시장역,승강기- 에스컬레이터,"환승통로(B3, 3호선)"
가락시장역,승강기- 에스컬레이터,1번 출입구
가락시장역,승강기- 에스컬레이터,1번 출입구
가락시장역,승강기- 에스컬레이터,2번 출입구
가락시장역,승강기- 에스컬레이터,2번 출입구
가락시장역,승강기- 에스컬레이터,5번 출입구
가락시장역,승강기- 엘리베이터,송파 방면5-4
가락시장역,승강기- 엘리베이터,문정 방면2-3
가락시장역,승강기- 엘리베이터,암사 방면6-4
가락시장역,승강기- 엘리베이터,환승통로(암사방면)
가락시장역,승강기- 엘리베이터,"1,2번 출입구 사이"
가락시장역,승강기- 엘리베이터,"3,4번 출입구 사이"
문정역,승강기- 에스컬레이터,2번 출입구
문정역,승강기- 에스컬레이터,2번 출입구
문정역,승강기- 에스컬레이터,3번 출입구
문정역,승강기- 에스컬레이터,3번 출입구
문정역,승강기- 에스컬레이터,4번 출입구(중층) 연결통로
문정역,승강기- 에스컬레이터,4번 출입구(중층) 연결통로
문정역,승강기- 에스컬레이터,4번 출입구
문정역,승강기- 에스컬레이터,4번 출입구
문정역,승강기- 엘리베이터,가락시장 방면3-4
문정역,승강기- 엘리베이터,장지 방면4-1
문정역,승강기- 엘리베이터,2번 출입구
문정역,승강기- 엘리베이터,4번 출입구
장지역,승강기- 에스컬레이터,대합실
장지역,승강기- 에스컬레이터,대합실
장지역,승강기- 에스컬레이터,대합실
장지역,승강기- 에스컬레이터,대합실
장지역,승강기- 에스컬레이터,3번 출입구
장지역,승강기- 에스컬레이터,3번 출입구
장지역,승강기- 에스컬레이터,1번 출입구
장지역,승강기- 에스컬레이터,1번 출입구
장지역,승강기- 엘리베이터,문정 방면4-1
장지역,승강기- 엘리베이터,복정 방면3-4
장지역,승강기- 엘리베이터,1번 출입구
장지역,승강기- 엘리베이터,3번 출입구
복정역,승강기- 에스컬레이터,"장지 방면5-2, 남위례 방면2-2"
복정역,승강기- 에스컬레이터,2번 출입구
복정역,승강기- 에스컬레이터,2번 출입구
복정역,승강기- 에스컬레이터,1-1번 출입구
복정역,승강기- 에스컬레이터,1-1번 출입구
복정역,승강기- 엘리베이터,"장지 방면3-4, 남위례 방면3-4"
복정역,승강기- 휠체어리프트,4번 출입구
산성역,승강기- 에스컬레이터,남위례 방면1-3
산성역,승강기- 에스컬레이터,대합실
산성역,승강기- 에스컬레이터,대합실
산성역,승강기- 에스컬레이터,2번 출입구
산성역,승강기- 에스컬레이터,2번 출입구
산성역,승강기- 에스컬레이터,남위례 방면1-3
산성역,승강기- 에스컬레이터,남한산성입구 방면6-2
산성역,승강기- 에스컬레이터,남한산성입구 방면6-2
산성역,승강기- 에스컬레이터,남위례 방면6-2
산성역,승강기- 에스컬레이터,남위례 방면6-2
산성역,승강기- 에스컬레이터,남한산성입구 방면1-3
산성역,승강기- 에스컬레이터,남한산성입구 방면1-3
산성역,승강기- 에스컬레이터,대합실
산성역,승강기- 엘리베이터,남위례 방면6-2
산성역,승강기- 엘리베이터,남한산성입구 방면1-3
산성역,승강기- 엘리베이터,대합실
산성역,승강기- 엘리베이터,3번 출입구
남한산성입구역,승강기- 에스컬레이터,1번 출입구
남한산성입구역,승강기- 에스컬레이터,1번 출입구
남한산성입구역,승강기- 에스컬레이터,대합실
남한산성입구역,승강기- 에스컬레이터,대합실
남한산성입구역,승강기- 엘리베이터,산성 방면3-4
남한산성입구역,승강기- 엘리베이터,단대오거리 방면4-1
단대오거리역,승강기- 에스컬레이터,1번 출입구
단대오거리역,승강기- 에스컬레이터,1번 출입구
단대오거리역,승강기- 에스컬레이터,대합실
단대오거리역,승강기- 에스컬레이터,대합실
단대오거리역,승강기- 에스컬레이터,3번 출입구
단대오거리역,승강기- 에스컬레이터,3번 출입구
단대오거리역,승강기- 엘리베이터,남한산성입구 방면2-4
단대오거리역,승강기- 엘리베이터,신흥 방면5-1
단대오거리역,승강기- 엘리베이터,4번 출입구
신흥역,승강기- 엘리베이터,단대오거리 방면4-1
신흥역,승강기- 엘리베이터,수진 방면3-4
수진역,승강기- 엘리베이터,신흥 방면3-4
수진역,승강기- 엘리베이터,모란 방면4-1
수진역,승강기- 엘리베이터,3번 출입구
모란역,승강기- 에스컬레이터,대합실
모란역,승강기- 에스컬레이터,대합실
모란역,승강기- 엘리베이터,수진 방면5-2
모란역,승강기- 엘리베이터,모란 방면2-3
모란역,승강기- 엘리베이터,11번 출입구
모란역,승강기- 휠체어리프트,환승통로(암사방면 6-4)
모란역,승강기- 휠체어리프트,환승통로(모란방면 1-1)
남위례역,승강기- 에스컬레이터,1번 출입구
남위례역,승강기- 에스컬레이터,1번 출입구
남위례역,승강기- 에스컬레이터,대합실
남위례역,승강기- 에스컬레이터,대합실
남위례역,승강기- 에스컬레이터,산성 방면5-1
남위례역,승강기- 에스컬레이터, 
남위례역,승강기- 에스컬레이터,5번 출입구
남위례역,승강기- 엘리베이터,대합실(1번 출입구)
남위례역,승강기- 엘리베이터,5번 출입구
남위례역,승강기- 엘리베이터,산성 방면3-4
